"BUILDING_NAME_ENG","BUILDING_ID","DISTRICT_CODE","SBBS_COVERAGE","FTTO_COVERAGE","BDEL_COVERAGE","HKBN_WTT_COVERAGE"
"TOWER NORTH (B2)","32427204",202,"N","Y","N","Y"
"KWONG YICK BUILDING","32427502",202,"N","N","N","N"
"KWONG YICK BUILDING","32427504",202,"N","N","N","N"
"NGA CHI BUILDING","32427601",202,"N","N","N","N"
"SHING ON BUILDING","32427802",202,"N","N","N","N"
"CHEN HSIN MANSION","32429504",202,"N","N","N","N"
"","32429701",202,"N","N","N","N"
"DRAGON VIEW","15107801",108,"N","N","N","N"
"LUCKY COURT","15108801",112,"N","N","N","N"
"VICTORIA MANSION","15109301",112,"N","N","N","N"
"YUET MING BUILDING","15109701",112,"N","N","N","N"
"NAM TIN BUILDING","15110301",112,"N","N","N","N"
"CORNELL COURT","15110601",112,"N","N","N","N"
"SOUTHWARD MANSION","15111001",112,"N","N","N","N"
"RHENISH MANSION","15111201",108,"N","N","N","N"
"FUK LEE BUILDING","15112101",112,"N","N","N","N"
"MAGNOLIA MANSION","15112401",108,"N","N","N","N"
"MING TAK MANSION","15112501",108,"N","N","N","N"
"KIM MING BUILDING","15112601",112,"N","N","N","N"
"CHUANG'S ON THE PARK","15113001",108,"N","N","N","N"
"PAK SHING BUILDING","15113101",108,"N","N","N","N"
"KIN WAH MANSION","15113201",108,"N","N","N","N"
"HOI KOK MANSION","15113601",112,"N","N","N","N"
"KAM TAO BUILDING","15113701",112,"N","Y","N","Y"
"NGAN TAO BUILDING","15113801",112,"N","Y","N","Y"
"TOBACCO HOUSE","15114301",112,"N","N","N","N"
"FU DAT COURT","15114401",112,"N","Y","N","Y"
"FU KAR COURT","15114402",112,"N","Y","N","Y"
"FU WAI COURT","15114403",112,"N","Y","N","Y"
"","15114701",112,"N","Y","N","N"
"","15115303",112,"N","N","N","N"
"","15115701",112,"N","N","N","N"
"FOOK WAH MANSION","15116401",112,"N","N","N","N"
"LUEN WO APARTMENTS","15116502",112,"N","N","N","N"
"","15117201",108,"N","N","N","N"
"","15117202",108,"N","N","N","N"
"","15117203",108,"N","N","N","N"
"","15117702",112,"N","N","N","N"
"","15117901",112,"N","N","N","N"
"","15118201",112,"N","N","N","N"
"","15118301",108,"N","N","N","N"
"","15118601",112,"N","N","N","N"
"","15118701",108,"N","N","N","N"
"","15201803",112,"N","Y","N","Y"
"","15201901",112,"N","Y","N","Y"
"HARBOUR GREEN","26901403",7,"N","Y","N","Y"
"HARBOUR GREEN","26901404",7,"N","Y","N","Y"
"HARBOUR GREEN","26901405",7,"N","Y","N","Y"
"","27206101",17,"N","N","N","N"
"","27206102",17,"N","N","N","N"
"","27206103",17,"N","N","N","N"
"WAH CHUI HOUSE","17201102",124,"N","Y","N","Y"
"MARIGOLD MANSION","15702208",113,"N","Y","N","Y"
"BEGONIA MANSION","00011797",113,"N","Y","N","Y"
"LOTUS MANSION","15702210",113,"N","Y","N","Y"
"PRIMROSE MANSION","15702212",113,"N","Y","N","Y"
"WISTERIA MANSION","15702211",113,"N","Y","N","Y"
"THE HERMITAGE TOWER1","22924601",7,"N","Y","N","Y"
"THE HERMITAGE","22924602",7,"N","Y","N","Y"
"","51503714",211,"N","N","N","N"
"","51503715",211,"N","N","N","N"
"","51503716",211,"N","N","N","N"
"","51503717",211,"N","N","N","N"
"","51503718",211,"N","N","N","N"
"","51503719",211,"N","N","N","N"
"","51503720",211,"N","N","N","N"
"","51503721",211,"N","N","N","N"
"","51503722",211,"N","N","N","N"
"","51503723",211,"N","N","N","N"
"","51503724",211,"N","N","N","N"
"","51503725",211,"N","N","N","N"
"","51503726",211,"N","N","N","N"
"","51503727",211,"N","N","N","N"
"","51503728",211,"N","N","N","N"
"","51503730",211,"N","N","N","N"
"","51503731",211,"N","N","N","N"
"","51503732",211,"N","N","N","N"
"HUNG FOOK COURT","15307610",112,"N","Y","N","Y"
"PAK LEE COURT","15307611",112,"N","Y","N","Y"
"26&27 CELESTIAL AVENUE","23406006",12,"N","Y","N","Y"
"9&10 CELESTIAL AVENUE","23406011",12,"N","Y","N","Y"
"KIN SHEK HOUSE","75610101",222,"N","N","N","Y"
"MEI SHEK HOUSE","75610102",222,"N","N","N","Y"
"THE CAPITOL","83903501",32,"N","N","N","Y"
"THE CAPITOL","83903502",32,"N","N","N","Y"
"THE CAPITOL","83903503",32,"N","N","N","Y"
"THE CAPITOL","83903505",32,"N","N","N","Y"
"THE CAPITOL","83903506",32,"N","Y","N","Y"
"","32430101",202,"N","N","N","Y"
"THE HERMITAGE","22924603",7,"N","Y","N","Y"
"THE HERMITAGE","22924604",7,"N","Y","N","Y"
"THE HERMITAGE","22924605",7,"N","Y","N","Y"
"THE HERMITAGE","22924606",7,"N","Y","N","Y"
"MING LAI COURT","14425001",107,"N","Y","N","N"
"SHING LOK HOUSE (FLAT 19-26)","32603716",201,"N","N","N","Y"
"","15212601",108,"N","Y","N","Y"
"","15212602",108,"N","Y","N","Y"
"","15212603",108,"N","Y","N","Y"
"ANCILLARY FACILITIES BLOCK","00100990",212,"N","N","N","N"
"","75711705",223,"N","N","N","Y"
"","75711701",223,"N","N","N","Y"
"","75711702",223,"N","N","N","Y"
"","75711706",223,"N","N","N","Y"
"HOUSE 1","75711707",223,"N","N","N","N"
"","35007001",264,"N","Y","N","Y"
"WO ON HOUSE","75804902",222,"N","N","N","Y"
"","32715301",201,"N","Y","N","Y"
"","14607102",108,"N","Y","N","Y"
"","44101420",210,"N","N","N","N"
"MORNING LIGHT SHOPPING CENTRE","29406902",26,"N","Y","N","N"
"","24125001",13,"N","N","N","N"
"","42407305",210,"N","Y","N","Y"
"","51202404",211,"N","N","N","N"
"2 BROADWAY","26000996",1,"N","Y","N","Y"
"5 BROADWAY","26003106",1,"N","Y","N","Y"
"16 BROADWAY","26003111",1,"N","Y","N","Y"
"20 BROADWAY","26003112",1,"N","Y","N","Y"
"24 BROADWAY","26003113",1,"N","Y","N","Y"
"21 BROADWAY","26000994",1,"N","Y","N","Y"
"27 BROADWAY","26003114",1,"N","Y","N","Y"
"31 BROADWAY","26003115",1,"N","Y","N","Y"
"FRIENDSHIP COURT","14415901",107,"N","Y","N","Y"
"LE PRIME","83903605",32,"N","N","N","N"
"LE PRIME","83903607",32,"N","N","N","N"
"LE PRIME","83903606",32,"N","N","N","N"
"","51503709",211,"N","N","N","N"
"","51503710",211,"N","N","N","N"
"","51503711",211,"N","N","N","N"
"","51503712",211,"N","N","N","N"
"","51503713",211,"N","N","N","N"
"35&36 CELESTIAL AVENUE","23406002",12,"N","Y","N","Y"
"32&33 CELESTIAL AVENUE","23406003",12,"N","Y","N","Y"
"30&31 CELESTIAL AVENUE","23406004",12,"N","Y","N","Y"
"28&29 CELESTIAL AVENUE","23406005",12,"N","Y","N","Y"
"KA FOOK COURT","15307601",112,"N","Y","N","Y"
"HONG FOOK COURT","15307602",112,"N","Y","N","Y"
"ON FOOK COURT","15307603",112,"N","Y","N","Y"
"LUCKIFAST BUILDING","00003719",106,"N","N","N","N"
"LUCKY BUILDING","00003721",103,"N","N","N","N"
"LUEN FAT MANSION","00003741",106,"N","N","N","N"
"LUEN HING FAT BUILDING","00003745",104,"N","N","N","N"
"LUEN HONG APARTMENTS","00003746",101,"N","N","N","N"
"LUEN TAK BUILDING","00003762",103,"N","N","N","N"
"LUEN WAH BUILDING","00003764",104,"N","N","N","N"
"LUNG CHEUNG COURT","00003799",13,"N","N","N","N"
"MAI KWAI MANSION","00003871",201,"N","N","N","N"
"MEI LOK BUILDING","00003872",13,"N","N","N","N"
"MAINSLIT BUILDING","00003885",105,"N","N","N","N"
"MAN BON BUILDING","00003901",104,"N","N","N","N"
"MAN FUNG BUILDING","00003917",104,"N","N","N","N"
"MAN MAN BUILDING","00003941",108,"N","N","N","N"
"MAN SHING MANSION","00003958",106,"N","N","N","N"
"MAN WAH BUILDING","00003970",116,"N","N","N","N"
"MANDARIN BUILDING","00003993",105,"N","N","N","N"
"MANLEY HOUSE","00004010",10,"N","N","N","N"
"MANRICH COURT","00004023",106,"N","Y","N","Y"
"","00004041",112,"N","N","N","N"
"MARPLE COURT","00004056",17,"N","N","N","N"
"MAX COMMERCIAL CENTRE","00004074",8,"Y","N","Y","Y"
"WAYLAND HOUSE","00004111",124,"Y","N","Y","N"
"MEI FAI MANSION","00004125",106,"N","N","N","N"
"MELODY COURT","00004147",112,"N","Y","N","N"
"MERRY MANSION","00004168",13,"N","N","N","N"
"MIDLAND COURT","00004192",127,"N","Y","N","Y"
"MILLION BUILDING","00004198",11,"N","N","N","N"
"","00004218",112,"N","N","N","N"
"MING FAT BUILDING","00004220",105,"N","N","N","N"
"MING FONG BUILDING","00004224",9,"N","N","N","N"
"MING FUNG BUILDING","00004225",106,"N","N","N","N"
"MING GARDEN","00004230",127,"N","N","N","N"
"MING WAH COURT","00004257",11,"N","N","N","N"
"MING WAI BUILDING","00004260",210,"N","Y","N","N"
"MONARCH HOUSE","00004294",108,"N","N","N","N"
"","00004313",106,"N","Y","N","Y"
"MOON WAH HOUSE","00004319",116,"N","N","N","N"
"MORNING LIGHT BUILDING","00004333",26,"N","Y","N","N"
"MORRISON BUILDING","00004335",106,"N","N","N","Y"
"MOUNT PARKER HOUSE","00004345",113,"N","N","N","N"
"NAM CHEONG HOUSE","00004374",103,"N","N","N","N"
"NAM WING BUILDING","00004401",107,"N","N","N","N"
"106 BROADWAY","26000914",1,"N","Y","N","Y"
"54 BROADWAY","26003127",1,"N","Y","N","Y"
"HON YING HOUSE","00002086",8,"N","N","N","N"
"HONG FU MANSION","00002097",13,"N","N","N","N"
"HONG KONG HOUSE","00002117",105,"N","N","N","N"
"HONG KONG MANSION","00002123",108,"N","N","N","N"
"HONG MING BUILDING","00002151",103,"N","N","N","N"
"HONG SHING BUILDING","00002158",211,"N","Y","N","Y"
"HONG SHUN BUILDING","00002159",9,"N","N","N","N"
"HONG YUE COURT","00002165",103,"N","N","N","N"
"HONOUR COURT","00002173",11,"N","N","N","N"
"HOP HING BUILDING","00002186",211,"N","N","N","N"
"HUNG CHEONG HOUSE","00002257",104,"N","N","N","N"
"HUNG FAT BUILDING","00002264",219,"N","N","N","N"
"HUNG FUK BUILDING","00002273",112,"N","N","N","N"
"HUNG LEE BUILDING","00002285",115,"N","N","N","N"
"HUNG WU BUILDING","00002313",11,"N","N","N","N"
"HUNG YIP BUILDING","00002318",106,"N","N","N","N"
"","00002322",11,"N","N","N","N"
"HYDE CENTRE","00002331",108,"N","Y","N","Y"
"HYDE PARK MANSION","00002332",108,"N","N","N","N"
"IMPERIAL BUILDING","00002345",10,"N","N","N","N"
"JCG BUILDING","00002427",8,"N","N","N","N"
"JENZEN BUILDING","00002435",105,"N","N","N","N"
"JETTA HOUSE","00002438",218,"N","N","N","N"
"JIE YANG BUILDING","00002439",106,"N","Y","Y","N"
"JING TAI GARDEN MANSION","00002447",127,"N","N","N","N"
"JOY FAT MANSION","00002467",101,"N","N","N","N"
"KA BO MANSION","00002500",13,"N","N","N","N"
"KA FAI COURT","00002502",103,"N","N","N","N"
"KA FU BUILDING","00002506",103,"N","N","N","N"
"KA ON BUILDING","00002518",104,"N","N","N","N"
"","00002533",112,"N","N","N","N"
"KA YEE BUILDING","00002541",106,"N","N","N","N"
"KA YUE BUILDING","00002546",104,"N","N","N","N"
"KAI HEI LAND BUILDING","00002559",210,"N","N","N","N"
"KAI KWONG HOUSE","00002565",105,"N","N","N","N"
"KAI MING MANSION","00002567",11,"N","N","N","N"
"","00002572",28,"N","Y","N","Y"
"KAI WAH BUILDING","00002573",104,"N","N","N","N"
"KAM BONG BUILDING","00002588",105,"N","N","N","N"
"KAM CHUNG BUILDING","00002599",9,"N","N","N","N"
"KAM FAI BUILDING","00002604",101,"N","N","N","N"
"KAM FU BUILDING","00002628",219,"N","N","N","N"
"KAM FUNG BUILDING","00002631",124,"N","N","N","N"
"KAM HING BUILDING","00002643",10,"N","N","N","N"
"","00002649",113,"N","N","N","N"
"KAM HONG BUILDING","00002653",105,"N","N","N","N"
"KAM KEY MANSION","00002656",115,"N","N","N","N"
"KAM LAI COURT","00002661",7,"N","N","N","N"
"KAM LING COURT","00002665",103,"N","N","N","N"
"KAM LOK MANSION","00002669",106,"N","N","N","N"
"KAM MING YUEN","00002685",112,"N","N","N","N"
"KAM PING BUILDING","00002697",112,"N","N","N","N"
"KAM PO BUILDING","00002698",9,"N","Y","N","N"
"KAM PO COURT","00002701",33,"N","N","N","N"
"KAM SANG BUILDING","00002705",105,"N","N","N","N"
"KAM SHAN BUILDING","00002712",113,"N","N","N","N"
"KAM SHEK HOUSE","00002720",104,"N","N","N","N"
"KAM WA BUILDING","00002744",103,"N","N","N","N"
"KAM WA COURT","00002745",115,"N","N","N","N"
"KAM WAH BUILDING","00002747",33,"N","N","N","N"
"KAM WO BUILDING","00002760",25,"N","N","N","N"
"KAM YU MANSION","00002765",104,"N","N","N","N"
"KAR FU BUILDING","00002787",112,"N","N","N","N"
"KAR HO BUILDING","00002790",104,"N","N","N","N"
"KEE ON BUILDING","00002822",104,"N","N","N","N"
"KELFORD MANSION","00002835",104,"N","N","N","N"
"KENSINGTON MANSION","00002859",103,"N","N","N","N"
"KENSINGTON PLAZA","00002860",9,"N","N","N","N"
"KENTHILL MANSION","00002867",112,"N","N","N","N"
"KIM TAK BUILDING","00002904",9,"N","N","N","N"
"KAM TAK BUILDING","00002905",105,"N","N","N","N"
"KIN HING BUILDING","00002931",104,"N","N","N","N"
"KIN MING COURT","00002942",112,"N","N","N","N"
"KIN WANG HOUSE","00002959",105,"N","N","N","N"
"KIN YIP COURT","00002966",116,"N","Y","N","Y"
"SUN SING MANSION","00020778",104,"N","N","N","N"
"SUN YING BUILDING","00020779",108,"N","N","N","N"
"SUNG LAN MANSION","00020781",108,"N","N","N","N"
"SUNGLOW BUILDING","00020782",101,"N","N","N","N"
"SUNNING COURT","00020783",108,"N","N","N","N"
"SUNNING MANSION","00020784",6,"N","N","N","N"
"SUNSHINE BUILDING","00020785",12,"N","N","N","N"
"SHOPPING CENTER","00020787",223,"N","N","N","N"
"TAI CHEONG MANSION","00020791",6,"N","N","N","N"
"TAI CHEUNG BUILDING","00020792",211,"N","N","N","N"
"TAI CHUEN BUILDING","00020793",7,"N","N","N","N"
"TAI CHUNG BUILDING","00020794",114,"N","N","N","N"
"TAI FONG BUILDING","00020795",7,"N","Y","N","Y"
"TAI FUNG BUILDING","00020796",7,"N","N","N","N"
"TAI FUNG HOUSE","00020797",8,"N","N","N","N"
"TAI HING HOUSE","00020800",104,"N","N","N","N"
"TAI HONG BUILDING","00020801",101,"N","N","N","N"
"TAI KEI HOUSE","00020802",104,"N","N","N","N"
"TAI KONG BUILDING","00020805",217,"N","N","N","N"
"TAI MING BUILDING","00020812",104,"N","N","N","N"
"TAI ON BUILDING","00020813",8,"N","N","N","N"
"TAI PING MANSION","00020814",104,"N","N","N","N"
"NT HEUNG YEE KUK BUILDING","00020816",219,"N","N","N","N"
"TAI SHAN HOUSE","00020818",104,"N","N","N","N"
"TAI TAK BUILDING","00020820",106,"N","N","N","N"
"TAI TAK HOUSE","00020821",101,"N","N","N","N"
"TAI WAH BUILDING","00020822",7,"N","N","N","N"
"TAI WAH BUILDING","00020824",112,"N","N","N","N"
"TAI WAH HOUSE","00020825",8,"N","N","N","N"
"TAI WING HOUSE","00020826",104,"N","N","N","N"
"TAI WO BUILDING","00020827",219,"N","N","N","N"
"TAI WO BUILDING","00020828",202,"N","N","N","N"
"TAI YAU BUILDING","00020829",7,"N","Y","N","Y"
"TAI YICK BUILDING","00020830",7,"N","N","N","N"
"TAI YING BUILDING","00020831",7,"N","N","N","N"
"TAI YUE MANSION","00020832",8,"N","N","N","N"
"TAK CHEONG BUILDING","00020833",9,"N","N","N","N"
"TAK CHEONG HOUSE","00020834",25,"N","N","N","N"
"TAK CHEONG BUILDING","00020835",108,"N","N","N","N"
"TAK ON BUILDING","00020837",222,"N","N","N","N"
"TAK PO BUILDING","00020838",6,"N","N","N","N"
"TAK TAI BUILDING","00020839",202,"N","N","N","N"
"TAK TUNG HOUSE","00020840",103,"N","N","N","N"
"TAK WAH BUILDING","00020841",202,"N","N","N","N"
"TAK WAI BUILDING","00020842",9,"N","Y","N","N"
"TAK YAN BUILDING","00020844",104,"N","N","N","N"
"TAT LEE BUILDING","00020845",8,"N","N","N","N"
"THAI WAH BUILDING","00020851",106,"N","N","N","N"
"THE COLONNADES","00020852",15,"N","N","N","N"
"TIN HING BUILDING","00020855",103,"N","N","N","N"
"TIN PO BUILDING","00020856",202,"N","N","N","N"
"TIN PO BUILDING","00020857",222,"N","N","N","N"
"TING HING BUILDING","00020858",25,"N","N","N","N"
"TOHO COURT","00020859",123,"N","N","N","N"
"TONG NAM MANSION","00020860",103,"N","N","N","N"
"TONG SENG MANSION","00020861",20,"N","N","N","N"
"HARMONY MANSION","00020865",108,"N","N","N","N"
"TSANG CHIU HO BUILDING","00020866",105,"N","N","N","N"
"TSAU WAN MANSION","00020867",202,"N","N","N","N"
"TSENG BROTHERS BUILDING","00020868",10,"N","N","N","N"
"TSIM SHA TSUI MANSION","00020869",10,"N","N","N","N"
"TSIN SHUI BUILDING","00020870",7,"N","N","N","N"
"TSOI FUNG HOUSE","00020871",21,"N","N","N","N"
"TSUEN BIK BUILDING","00020872",202,"N","N","N","N"
"TSUEN HO KING BUILDING","00020875",202,"N","N","N","N"
"TSUEN LOK BUILDING","00020876",202,"N","N","N","N"
"","00020877",202,"N","N","N","N"
"TSUT HEI BUILDING","00020878",25,"N","N","N","N"
"","00020879",8,"N","N","N","N"
"","00020880",8,"N","N","N","N"
"TUNG CHAU BUILDING","00020883",6,"N","N","N","N"
"TUNG CHAU MANSION","00020884",7,"N","N","N","N"
"TUNG HING BUILDING","00020886",9,"N","N","N","N"
"","51503733",211,"N","N","N","N"
"","51503734",211,"N","N","N","N"
"","51503745",211,"N","N","N","N"
"","51503735",211,"N","N","N","N"
"","51503743",211,"N","N","N","N"
"","51503736",211,"N","N","N","N"
"","51503737",211,"N","N","N","N"
"","51503738",211,"N","N","N","N"
"","51503739",211,"N","N","N","N"
"","51503740",211,"N","N","N","N"
"","51503744",211,"N","N","N","N"
"","51503741",211,"N","N","N","N"
"","51503742",211,"N","N","N","N"
"","51503701",211,"N","N","N","Y"
"","51503702",211,"N","N","N","Y"
"","51503703",211,"N","N","N","Y"
"","51503705",211,"N","N","N","Y"
"","51503706",211,"N","N","N","Y"
"","51503707",211,"N","N","N","Y"
"HOUSE 9","75711714",223,"N","N","N","N"
"HOUSE 10","75711715",223,"N","N","N","N"
"HOUSE 11","75711716",223,"N","N","N","N"
"HOUSE 12","75711717",223,"N","N","N","N"
"HOUSE 15","75711718",223,"N","N","N","N"
"HOUSE 16","75711719",223,"N","N","N","N"
"HOUSE 17","75711720",223,"N","N","N","N"
"","75905303",222,"N","N","N","Y"
"","75905302",222,"N","N","N","Y"
"","75905304",222,"N","N","N","Y"
"","75905301",222,"N","N","N","Y"
"","51503708",211,"N","N","N","Y"
"CHING ON HOUSE ANNEX BLOCK","28102313",22,"N","Y","N","Y"
"CHING FAI HOUSE (FLAT 16-25)","28102314",22,"N","Y","N","Y"
"CHING WO HOUSE (FLAT 21-28)","28102318",22,"N","Y","N","Y"
"CHING YI HOUSE (FLAT 21-28)","28102317",22,"N","Y","N","Y"
"TUNG HOI MANSION","15702214",113,"N","Y","N","Y"
"NAM HOI MANSION","15702215",113,"N","Y","N","Y"
"1 GLEE PATH","26000989",1,"N","Y","N","Y"
"3 GLEE PATH","26003801",1,"N","Y","N","Y"
"5 GLEE PATH","26000960",1,"N","Y","N","Y"
"7 GLEE PATH","26003802",1,"N","Y","N","Y"
"9 GLEE PATH","26000962",1,"N","Y","N","Y"
"11 GLEE PATH","26003804",1,"N","Y","N","Y"
"","32430102",202,"N","N","N","Y"
"THE SPECTACLE","29804301",29,"N","N","N","N"
"FLORIENT RISE","22195601",7,"N","Y","N","Y"
"FLORIENT RISE","22195602",7,"N","Y","N","Y"
"FLORIENT RISE","22195603",7,"N","Y","N","Y"
"MERRY COURT FLAT A-D","00004163",127,"N","Y","N","N"
"MERRY COURT FLAT E-G","14203102",127,"N","Y","N","N"
"SAU WONG HOUSE","29422801",27,"N","N","N","Y"
"SAU HO HOUSE","29422802",27,"N","N","N","Y"
"HOUSE 1","95006401",311,"N","N","N","N"
"HOUSE 2","95006402",311,"N","N","N","N"
"HOUSE 3","95006403",311,"N","N","N","N"
"HOUSE 5","95006405",311,"N","N","N","N"
"HOUSE 6","95006406",311,"N","N","N","N"
"HOUSE 82","95007536",311,"N","Y","N","N"
"HOUSE 83","95007537",311,"N","Y","N","N"
"LEE KWAN BUILDING","00020411",8,"N","Y","N","N"
"THE PARAGON TWR 11","72900611",219,"N","N","N","N"
"HOUSE 2","75711708",223,"N","N","N","N"
"YING MA HOUSE ANNEX BLOCK","19500508",118,"N","N","N","N"
"","82301605",33,"N","N","N","N"
"","72404402",219,"N","N","N","N"
"","62900207",217,"N","N","N","N"
"","83602903",32,"N","Y","N","Y"
"","52101406",211,"N","Y","N","N"
"","42503104",210,"N","Y","N","Y"
"","72301826",219,"N","Y","N","Y"
"","72500308",219,"N","N","N","N"
"NANKING BUILDING","00004423",9,"N","N","N","N"
"NENG SING SHENG LAU","00004437",105,"N","N","N","N"
"NEW START BUILDING","00004462",103,"N","N","N","N"
"NEWMAN HOUSE","00004484",106,"N","Y","N","Y"
"NGAN FAI BUILDING","00004512",112,"N","N","N","N"
"NIKKEN HEIGHTS","00004529",127,"N","N","N","N"
"NIM CHI LAU","00004531",105,"N","N","N","N"
"NING YEUNG TERRACE","00004537",127,"N","N","N","N"
"NEW TREND PLAZA","00004547",108,"N","N","N","N"
"","00004555",10,"N","N","N","N"
"ODEON BUILDING","00004569",112,"N","N","N","N"
"ON CHUN MANSION","00004586",13,"N","N","N","N"
"ON HING BUILDING","00004605",13,"N","N","N","N"
"ON HONG BUILDING","00004611",13,"N","N","N","N"
"ON LOK BUILDING","00004631",115,"N","N","N","N"
"ON LOK MANSION","00004637",101,"N","N","N","N"
"ON NING BUILDING","00004648",13,"N","N","N","N"
"ON TAI BUILDING","00004662",124,"N","N","N","N"
"ON TUNG MANSION","00004674",104,"N","N","N","N"
"ON WAH BUILDING","00004675",104,"N","N","N","N"
"ON WO BUILDING","00004679",13,"N","N","N","N"
"ON YIP BUILDING","00004685",115,"N","N","N","N"
"ON YUEN BUILDING","00004693",9,"N","N","N","N"
"PAK FOOK BUILDING","00004758",106,"N","N","N","N"
"PAK FUK BUILDING","00004760",112,"N","Y","N","Y"
"PAK LEE BUILDING","00004764",16,"N","N","N","N"
"PAK LEE MANSION","00004765",108,"N","Y","N","N"
"PAK LING BUILDING","00004767",106,"N","N","N","N"
"PAK LING MANSION","00004768",115,"N","N","N","N"
"PAK TAM VILLAS","00004777",33,"N","N","N","N"
"PAK YEE BUILDING","00004783",211,"N","N","N","N"
"PAK YUK LAU","00004788",6,"N","N","N","N"
"PARAMOUNT MANSION","00004811",11,"N","N","N","N"
"PARAMOUNT MANSION","00004812",107,"N","Y","N","Y"
"PARK TOWER","00004831",9,"N","Y","N","Y"
"","00004834",127,"N","N","N","N"
"PARKES MANSION","00004846",9,"N","N","N","N"
"PAT CHUN MANSION","00004855",8,"N","N","N","N"
"PEAK GALLERIA","00004876",127,"N","Y","N","N"
"PINEWOOD GARDEN","00004968",111,"N","N","N","N"
"PINOCINE BUILDING","00004987",105,"N","N","N","N"
"PO CHI COURT","00005001",106,"N","N","N","N"
